S220216,82,B,41.3,27,87,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220217,84,B,41.3,30,87,,,bone for dating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220218,225,B,24.42,77,234,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220219,164,B,25.61,70,318,,,unfired clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220220,175,B,25.62,68,313,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220221,176,B,25.62,71,316,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220222,131,B,25.61,51,159,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220223,125,B,25.61,51,158,,B22-1661,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220224,145,B,69.7,34,58,,,ceramic to Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220225,56,B,41.3,27,77,,B22-1304,soil to Betty   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220226,108,B,25.61,19,153,,,soil to Betty   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220227,116,B,25.61,53,156,,B22-1558,soil to Betty   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220228,62,B,41.3,27,77,,B22-1353,soil to Betty   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220229,41,B,41.3,27,77,,,soil to Betty   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220230,,B,24.42,66,202,,,soil pithos C to Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220231,93,B,42.21,55,156,,,soil mortar to Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220232,67,B,25.61,43,131,,,soil base to Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220233,,B,25.61,5,116,,,soil rim to Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220234,,B,42.21,39,114,,,soil on pot to Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220235,83,B,41.3,27,87,,B22-1677,phytolith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220236,160,B,69.7,29,57,,,bulk charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220237,61,B,69.7,29,61,,,bulk charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220238,133,B,25.61,51,159,,,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220239,35,B,42.21,46,141,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220240,162,B,25.62,70,318,,B22-1676,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220241,130,B,25.61,51,159,,,ochre to Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220242,108,B,42.21,59,72,,,frit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220243,229,B,24.42,0,228,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220244,138,B,25.61,51,161,,,tessera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220245,136,B,25.61,51,161,,B22-1738,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220246,140,B,25.61,56,162,,,glass ingot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220247,139,B,25.61,51,161,,,shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220248,84,B,41.3,27,88,,,phytolith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220249,112,B,42.21,60,173,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220250,178,B,25.62,71,326,,,carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220251,148,B,69.7,40,68,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220252,91,B,41.3,27,88,,,carbonized seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220253,137,B,25.61,51,161,,,olive pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220254,162,B,69.7,38,65,,,bulk charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220255,141,B,25.61,56,162,,,soil to Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220256,130,B,25.61,51,159,,,ochre to Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220257,88,B,25.61,5,140,,,shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220258,77,B,42.21,55,157,,,frit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220259,181,B,25.62,75,325,,,olive pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220260,250,B,24.42,77,235,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220261,109,B,42.21,59,172,,,slag sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220262,163,B,69.7,32,69,,,bulk charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220263,150,B,69.7,39,70,,B22-1895,plaster with charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220264,152,B,69.7,44,71,,B22-1913,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220265,149,B,69.7,39,70,,,plaster  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220266,117,B,42.21,21,62,,,frit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220267,252,B,24.42,81,249,,B22-1858,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220268,86,B,41.3,31,90,,,carbonized seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220269,190,B,25.62,75,327,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220270,189,B,25.62,75,327,,,seashell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220271,327,B,25.62,75,327,,,date pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220272,187,B,25.62,75,187,,,olive pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220273,195,B,25.62,66,324,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220274,259,B,24.42,40,250,,,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220275,0,B,0,0,0,,,Kent's fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220276,147,B,25.61,56,163,,,iron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220277,144,B,25.61,56,163,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220278,149,B,25.61,56,163,,,shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220279,89,B,24.42,35,189,,,shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220280,265,B,24.42,68,193,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220281,171,B,24.42,39,209,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220282,57,B,42.21,53,154,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220283,196,B,24.42,61,217,,,plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220284,119,B,42.21,61,175,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220285,138,B,25.61,51,161,,,tessera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220286,190,B,25.62,75,327,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220287,193,B,25.62,75,327,,,date pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220288,102,B,69.7,29,48,,B22-1339,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220289,98,B,69.7,29,48,,B22-1335,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220290,13,B,69.7,2,10,,B22-0389,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
